Student_ID,Subject_key,ScoreTypeKey,Score,DateKey
7536,1,1,64,20240808
11210,2,1,81,20240607
3660,5,1,76,20250213
981,2,1,65,20240606
2405,1,1,82,20240510
5676,2,1,52,20240823
11567,1,1,41,20240815
8679,2,1,63,20241127
5932,1,1,72,20240913
1128,1,1,78,20240722
10842,4,1,85,20250121
8602,4,1,81,20250226
5530,5,1,100,20250119
1492,4,1,40,20250125
4647,3,1,76,20250130
4587,3,1,98,20241006
2163,3,1,84,20241110
5943,3,1,100,20240817
10716,2,1,95,20241014
10171,2,1,45,20240309
12119,3,1,61,20240414
3018,5,1,49,20240327
9738,5,1,89,20240812
4593,1,1,83,20240613
636,2,1,100,20240409
6140,4,1,86,20240825
9205,5,1,88,20240612
3959,3,1,44,20241109
10773,6,1,92,20241208
9154,3,1,95,20240430
6217,1,1,68,20241216
1124,1,1,42,20240704
4381,2,1,69,20250123
3207,4,1,84,20241004
3185,1,1,100,20241110
4098,4,1,81,20241229
10130,2,1,72,20240622
4190,6,1,77,20250224
7667,2,1,71,20240322
10770,4,1,77,20241111
4300,4,1,80,20240930
5649,3,1,100,20240524
7930,4,1,88,20240812
6943,4,1,69,20241021
8727,6,1,46,20250121
2980,1,1,42,20250227
4791,2,1,70,20240723
11407,6,1,65,20250125
10213,6,1,98,20240719
8818,6,1,65,20240414
11998,4,1,98,20241231
7903,4,1,69,20241228
2615,2,1,74,20241006
7739,6,1,83,20240519
10608,6,1,63,20250218
4972,2,1,99,20250218
3179,6,1,82,20240413
6143,4,1,100,20240804
11325,2,1,100,20250117
5766,5,1,54,20240328
10239,4,1,100,20250125
2784,6,1,56,20240907
10721,4,1,98,20240719
10754,5,1,52,20240816
10991,2,1,96,20241128
11987,3,1,43,20240724
1943,6,1,100,20241128
9748,2,1,76,20250212
11774,1,1,81,20250307
1540,2,1,82,20240427
8883,6,1,75,20250212
11108,5,1,44,20240403
2703,2,1,72,20240311
5113,5,1,57,20241029
8680,4,1,78,20250308
9365,1,1,62,20240427
8863,2,1,62,20240914
12055,5,1,52,20240412
7786,2,1,100,20240717
10739,4,1,54,20240509
334,4,1,55,20240605
6188,5,1,44,20240409
1496,6,1,45,20240715
6203,6,1,49,20240401
11762,3,1,58,20250308
11508,5,1,79,20241213
4470,3,1,42,20240808
1588,1,1,52,20241114
10698,1,1,57,20241127
705,4,1,93,20240626
12031,5,1,100,20240830
11070,3,1,97,20240702
10937,3,1,80,20241118
10539,3,1,68,20240316
7615,4,1,86,20240507
2398,1,1,57,20241229
7508,3,1,79,20250223
2480,5,1,49,20241222
1675,3,1,100,20250108
8282,6,1,63,20240828
5211,4,1,58,20240419
4702,3,1,100,20240322
10578,3,1,96,20240424
7676,1,1,43,20241125
1863,1,1,55,20240807
2491,2,1,90,20240316
1837,2,1,86,20250116
8441,4,1,47,20241013
407,5,1,46,20240515
5546,3,1,68,20241203
7130,2,1,94,20240314
8936,2,1,61,20241104
11285,2,1,62,20240816
1458,6,1,55,20240816
5145,3,1,52,20240507
11745,2,1,46,20250208
3855,4,1,95,20241008
879,5,1,47,20250217
6148,5,1,95,20240620
9429,3,1,100,20250305
5784,2,1,100,20240803
4003,2,1,100,20240321
2562,3,1,90,20250221
8348,1,1,100,20240402
4574,6,1,96,20241012
7661,5,1,100,20240331
10008,6,1,60,20240712
11027,5,1,48,20240322
2387,4,1,47,20241016
8174,4,1,58,20240924
8296,4,1,83,20241012
5715,6,1,94,20250216
11358,1,1,75,20241012
990,2,1,98,20250106
8965,3,1,64,20240425
3174,5,1,54,20240707
3960,2,1,41,20241028
7349,5,1,91,20241019
1400,3,1,80,20240819
2308,6,1,77,20241210
2402,3,1,100,20241007
3488,2,1,52,20240701
4783,5,1,62,20240705
1298,2,1,55,20250223
9078,4,1,55,20250222
10350,3,1,73,20241220
1076,3,1,76,20250104
8894,5,1,73,20240507
10492,5,1,100,20240923
3408,1,1,54,20240920
3269,4,1,96,20240630
10028,1,1,84,20250303
10005,6,1,65,20241019
1403,1,1,93,20241029
8512,4,1,100,20250201
8835,2,1,89,20241101
1623,3,1,93,20241105
2776,4,1,58,20250113
4099,1,1,82,20240311
4493,1,1,74,20240426
4597,4,1,89,20241212
1637,2,1,59,20241224
11634,6,1,91,20250210
3335,4,1,94,20241002
5634,4,1,95,20250205
695,1,1,56,20241022
6963,5,1,86,20250108
2029,6,1,100,20241208
1824,5,1,72,20240515
2317,5,1,67,20240928
9099,2,1,100,20240720
9658,1,1,88,20240419
3842,5,1,55,20240613
3567,1,1,100,20241130
5892,5,1,44,20240930
3460,1,1,83,20250223
10993,5,1,52,20240601
10159,6,1,92,20240718
10788,6,1,71,20250114
6529,5,1,100,20240822
8393,4,1,70,20241203
11687,5,1,82,20240719
1904,1,1,72,20241029
9030,2,1,100,20241127
9523,6,1,79,20250302
3834,6,1,46,20240618
7547,1,1,59,20240921
6933,5,1,88,20240613
8286,2,1,98,20241012
7579,1,1,84,20240621
3317,4,1,52,20241011
7603,2,1,91,20240710
147,2,1,63,20241214
4346,3,1,100,20240907
740,5,1,92,20240426
545,5,1,100,20240807
11954,2,1,100,20250225
9779,2,1,71,20241101
6391,2,1,59,20240822
4323,1,1,63,20241025
8717,4,1,45,20250226
160,2,1,100,20240615
4529,5,1,96,20240726
6726,1,1,100,20240921
10188,2,1,100,20241212
2381,3,1,100,20240523
9792,1,1,93,20240426
9557,3,1,75,20250305
10511,2,1,100,20250114
9098,5,1,60,20240625
9653,1,1,62,20241227
9310,5,1,88,20241201
2488,5,1,52,20241013
5579,4,1,84,20241225
4966,1,1,56,20240812
1208,1,1,70,20250106
2270,1,1,61,20240727
5267,1,1,47,20240326
3899,1,1,82,20250130
8376,3,1,98,20241021
6033,1,1,100,20240620
10349,4,1,69,20240827
8620,4,1,69,20240819
8603,5,1,100,20241128
4173,5,1,46,20240309
1716,6,1,59,20240721
1139,5,1,72,20240923
2045,1,1,76,20250301
4167,1,1,98,20240822
7907,4,1,100,20240520
6350,3,1,72,20250113
7308,5,1,89,20240803
5975,1,1,85,20240829
9761,4,1,100,20241126
4164,1,1,92,20250203
4806,4,1,48,20250110
3558,4,1,54,20240406
6996,1,1,75,20241111
10058,1,1,80,20241202
9556,2,1,84,20241008
11107,5,1,75,20240809
9546,1,1,46,20240619
2214,3,1,48,20240324
4399,6,1,96,20240609
9223,2,1,83,20240519
8974,3,1,87,20241116
6802,4,1,62,20241127
10040,1,1,77,20241129
6362,3,1,75,20241128
5672,6,1,54,20240723
4101,5,1,87,20240824
8394,3,1,100,20250215
546,6,1,76,20250209
762,1,1,76,20240603
7833,5,1,93,20250116
12124,1,1,89,20250205
5001,1,1,100,20241209
2904,1,1,100,20240329
5858,4,1,41,20241210
1536,1,1,81,20240625
9076,5,1,71,20250125
2638,3,1,43,20240514
9782,4,1,89,20240923
8241,1,1,92,20250211
8074,1,1,48,20241105
8907,2,1,72,20240617
9714,6,1,78,20240621
6861,2,1,100,20240824
865,2,1,50,20250120
8192,5,1,69,20241114
3573,3,1,53,20240821
3107,4,1,85,20240428
4647,6,1,89,20250101
10383,3,1,85,20240927
2018,2,1,91,20240622
8372,5,1,79,20241215
5072,2,1,90,20241112
4662,4,1,100,20240727
9964,1,1,74,20240818
8676,5,1,88,20250119
1036,6,1,41,20240310
4980,5,1,100,20240711
3877,6,1,100,20241025
10355,6,1,70,20240712
11095,6,1,93,20240910
5276,5,1,54,20240727
10205,3,1,50,20240612
10175,1,1,100,20240605
7093,6,1,51,20240323
12056,3,1,67,20240502
7557,1,1,94,20240715
11426,2,1,58,20241106
8989,6,1,100,20240831
7878,4,1,59,20241016
812,5,1,100,20240626
1136,2,1,68,20250226
6372,5,1,93,20240930
5469,2,1,57,20240522
3497,2,1,96,20250127
4537,5,1,100,20241011
848,6,1,99,20250131
7674,4,1,69,20240826
11899,3,1,52,20241225
7261,5,1,90,20240511
5176,1,1,100,20240711
10861,3,1,63,20240829
4546,5,1,74,20241219
11756,4,1,84,20240706
9737,4,1,46,20240907
6929,3,1,94,20240829
7,3,1,99,20240723
3376,5,1,100,20240805
947,3,1,64,20240926
10343,3,1,50,20241108
3934,4,1,100,20241006
3587,6,1,50,20250304
6805,6,1,78,20240827
429,1,1,59,20240407
3149,6,1,81,20241218
11280,5,1,70,20250121
9664,1,1,100,20240407
10033,1,1,86,20240814
11346,5,1,83,20240618
3556,5,1,54,20240814
8476,3,1,83,20240914
1708,5,1,60,20240407
6172,3,1,93,20241017
4361,6,1,100,20241104
4133,3,1,63,20240703
4997,6,1,100,20250220
3058,6,1,81,20241002
815,3,1,46,20240601
2234,1,1,88,20240730
1086,6,1,66,20240724
3417,6,1,43,20240503
8621,5,1,53,20240822
4605,2,1,100,20240513
11692,6,1,87,20241209
11005,2,1,79,20240318
2468,1,1,42,20241229
8823,1,1,40,20240605
11436,3,1,57,20241102
3812,4,1,55,20240424
12075,5,1,100,20240628
6520,3,1,95,20240507
8170,5,1,70,20240417
697,5,1,80,20240908
417,6,1,96,20241231
1088,5,1,42,20250111
1119,5,1,60,20250212
152,2,1,40,20250117
528,4,1,99,20250225
901,1,1,69,20250211
4650,6,1,98,20241022
1190,1,1,68,20241125
4487,6,1,69,20240820
10102,6,1,100,20240511
5645,1,1,62,20240322
4588,3,1,79,20250126
2801,2,1,85,20240820
4278,4,1,60,20241029
11307,4,1,83,20250208
9243,3,1,83,20240317
6575,1,1,98,20241201
9279,4,1,87,20241011
7183,3,1,83,20240524
2499,2,1,64,20240705
116,2,1,44,20240407
5798,4,1,100,20240625
8214,6,1,100,20240507
10987,4,1,81,20240906
11820,4,1,43,20241219
1058,4,1,95,20241211
7644,3,1,57,20240902
9500,4,1,57,20240929
5906,1,1,93,20240312
3050,3,1,79,20241207
1477,6,1,68,20241104
6899,5,1,80,20240811
10558,1,1,100,20250109
11447,1,1,44,20250211
1226,2,1,80,20241118
11561,2,1,100,20240621
728,4,1,100,20240522
5894,2,1,100,20240515
3126,4,1,52,20240809
6980,3,1,81,20240329
4293,1,1,98,20250217
6892,2,1,83,20241214
6360,5,1,43,20250126
10499,5,1,52,20240406
3124,5,1,83,20240919
4994,1,1,55,20241010
10796,3,1,50,20240710
2478,6,1,89,20240827
4857,3,1,45,20240521
3417,5,1,57,20240313
5956,5,1,65,20240720
1913,5,1,79,20240615
4965,2,1,100,20250114
2657,2,1,94,20250120
2672,3,1,97,20240426
11350,1,1,63,20240526
9291,5,1,100,20240416
10931,6,1,90,20250119
8143,4,1,74,20250125
10972,1,1,93,20240417
7936,1,1,100,20240528
3997,5,1,48,20240620
11107,3,1,64,20240625
10343,3,1,95,20240713
4320,5,1,74,20250219
11228,5,1,59,20250217
674,6,1,75,20240319
3970,1,1,67,20240616
11705,2,1,96,20250108
5408,3,1,56,20240728
79,4,1,60,20240920
10744,1,1,76,20241228
706,2,1,100,20240501
4051,4,1,99,20240329
6343,3,1,61,20240710
281,6,1,55,20250106
11972,2,1,100,20240804
6902,6,1,49,20241024
6579,2,1,100,20241220
1846,4,1,98,20240702
2763,6,1,100,20240814
10495,4,1,92,20240818
6738,2,1,57,20250227
7365,5,1,98,20240326
2809,3,1,92,20250306
11518,2,1,43,20241226
2077,1,1,72,20241122
6212,5,1,79,20241025
10042,2,1,59,20241215
2696,6,1,96,20240325
2615,4,1,54,20240923
3439,3,1,99,20241030
32,3,1,68,20250118
11113,3,1,78,20240903
139,3,1,95,20241030
1721,1,1,89,20240910
8619,3,1,97,20240509
1622,3,1,60,20241227
1496,1,1,77,20241208
10082,5,1,84,20241208
6353,5,1,62,20240719
5952,1,1,48,20241130
130,2,1,92,20240925
5074,5,1,70,20241230
6055,2,1,70,20240724
3422,5,1,95,20240424
8254,2,1,40,20250307
605,5,1,51,20250307
8355,2,1,100,20240716
438,4,1,55,20240703
6510,2,1,60,20241202
12106,1,1,52,20250215
9184,3,1,61,20240907
8166,3,1,56,20241028
9227,6,1,100,20241121
8079,4,1,96,20241127
6878,2,1,98,20250120
5759,3,1,100,20241113
10747,6,1,44,20250204
2236,5,1,47,20240708
10192,3,1,97,20240620
7988,6,1,97,20240624
7317,3,1,84,20250206
6522,2,1,80,20240828
2140,2,1,95,20241217
10781,3,1,47,20241010
4554,1,1,46,20250201
9688,6,1,100,20241104
6869,3,1,53,20250128
10875,1,1,76,20240619
3485,4,1,100,20240506
4296,2,1,52,20241026
10045,6,1,95,20241020
8199,3,1,79,20250216
8198,5,1,100,20240727
11028,5,1,71,20250207
8329,2,1,67,20240610
6102,4,1,69,20240720
4243,6,1,100,20241013
8696,3,1,92,20241107
1302,3,1,83,20250303
10207,2,1,91,20241011
9229,3,1,75,20240328
9429,3,1,73,20250221
6216,2,1,100,20240429
11223,2,1,70,20240921
10683,4,1,100,20240816
11974,6,1,100,20250125
765,4,1,43,20240508
4536,3,1,76,20240704
7379,4,1,52,20240331
2492,6,1,62,20241002
7225,2,1,40,20250130
12098,1,1,45,20240630
11041,2,1,62,20240517
7377,4,1,75,20241112
5538,4,1,84,20240522
157,2,1,49,20250108
6089,1,1,79,20250304
8309,4,1,68,20240509
4183,3,1,100,20241204
7042,4,1,78,20250227
10568,1,1,71,20250126
3877,3,1,72,20240515
11790,3,1,44,20240317
3679,3,1,97,20240818
11482,5,1,52,20250115
1573,4,1,88,20241111
3778,3,1,67,20240615
8796,2,1,53,20240716
263,6,1,98,20240428
5158,4,1,88,20250204
9258,5,1,46,20240520
8732,6,1,46,20241004
10699,1,1,57,20240620
6359,4,1,46,20240511
10872,4,1,100,20250115
7293,3,1,64,20240924
11574,4,1,84,20240518
11586,3,1,72,20240428
7885,1,1,75,20241216
6809,4,1,64,20240821
9176,6,1,55,20250224
5387,6,1,51,20240418
11916,6,1,100,20250212
4951,2,1,57,20240311
6426,4,1,45,20240522
3699,5,1,85,20250219
144,3,1,61,20240822
4247,1,1,61,20240731
7380,4,1,49,20241229
9675,2,1,58,20240907
1591,2,1,55,20240602
10631,3,1,70,20250107
994,2,1,84,20240529
870,3,1,69,20240709
8422,4,1,81,20240507
10610,3,1,99,20241127
6617,3,1,71,20240919
1139,3,1,50,20241121
1551,1,1,99,20240325
9559,2,1,57,20240706
6472,5,1,68,20240822
8721,2,1,93,20240312
883,6,1,92,20241120
2925,2,1,88,20250131
1684,1,1,91,20250120
915,3,1,53,20240515
6360,4,1,41,20240514
3027,1,1,71,20250203
5949,3,1,65,20240721
8823,4,1,76,20240809
8405,3,1,70,20240313
8921,4,1,74,20240923
448,3,1,100,20240821
3694,3,1,73,20240520
1623,1,1,100,20240715
9616,5,1,72,20240908
424,2,1,49,20240430
714,6,1,51,20241122
2272,2,1,55,20240811
7478,5,1,48,20240928
2926,6,1,46,20240825
3372,5,1,51,20241130
10137,6,1,81,20241030
10747,4,1,88,20240804
11356,3,1,79,20241120
408,5,1,68,20241004
2490,3,1,69,20241018
9171,5,1,60,20240708
6077,3,1,100,20241116
7688,1,1,87,20241218
5455,2,1,72,20240714
4352,5,1,50,20250208
828,5,1,52,20240419
5345,5,1,93,20240710
4128,2,1,96,20241229
5658,5,1,96,20240722
10630,3,1,86,20241118
10651,2,1,46,20240829
8966,2,1,93,20240520
2106,3,1,84,20241215
5679,4,1,42,20240314
7981,4,1,100,20250222
2456,5,1,87,20250222
4671,6,1,89,20241123
3033,4,1,100,20240719
6111,5,1,52,20241202
1159,1,1,77,20241224
3953,3,1,47,20240422
9205,6,1,100,20241119
552,2,1,83,20240415
2765,4,1,100,20240808
10258,6,1,71,20240801
11586,6,1,66,20240425
5487,1,1,100,20250204
1051,2,1,100,20241219
5055,5,1,100,20240929
1594,3,1,43,20250104
8150,5,1,91,20240508
2331,3,1,100,20240610
10352,1,1,69,20240917
8285,4,1,100,20250206
6290,5,1,92,20240806
7882,1,1,43,20250109
12029,2,1,100,20241022
5526,3,1,100,20250104
3620,3,1,99,20240916
9330,2,1,75,20250226
4013,1,1,80,20240529
7527,6,1,91,20250129
3987,4,1,93,20250301
2459,3,1,66,20240727
7797,2,1,98,20240528
6154,6,1,45,20240407
3747,5,1,100,20240612
5352,4,1,53,20240722
5615,6,1,51,20250228
4493,4,1,100,20250108
5116,6,1,55,20240911
11898,6,1,53,20240519
4503,5,1,59,20250303
322,5,1,42,20241024
9581,3,1,100,20240904
9690,5,1,43,20240831
8457,5,1,59,20240708
8966,1,1,49,20240411
2833,4,1,89,20240412
6190,6,1,68,20241220
11783,2,1,90,20250307
3078,4,1,93,20241126
10240,6,1,90,20240311
2891,2,1,75,20240801
617,2,1,40,20240519
5183,5,1,92,20241203
4053,5,1,52,20250122
1850,5,1,91,20240624
10396,5,1,92,20241103
8298,1,1,88,20241211
270,4,1,46,20241108
10294,1,1,87,20240608
5213,6,1,74,20241027
4357,2,1,100,20241225
2256,5,1,44,20240328
6698,6,1,99,20250227
2506,1,1,56,20240311
5964,1,1,90,20240425
8398,2,1,68,20250225
669,4,1,69,20240716
9365,4,1,99,20240316
9304,4,1,91,20240530
3805,6,1,100,20240423
5917,5,1,83,20241214
2341,3,1,100,20241026
3774,4,1,87,20241012
817,4,1,68,20240319
11971,3,1,85,20250201
6216,2,1,41,20240909
8697,1,1,72,20250119
1352,2,1,88,20250129
5035,4,1,100,20250217
3218,5,1,63,20240701
5874,3,1,60,20240328
11648,2,1,90,20240408
11990,2,1,100,20240929
9603,3,1,62,20240828
4935,4,1,77,20240622
1360,3,1,46,20240609
7175,6,1,70,20250309
10297,1,1,43,20240417
4276,1,1,83,20241121
2433,3,1,100,20240919
2962,2,1,76,20241220
986,4,1,57,20240829
8262,4,1,74,20240726
3505,4,1,40,20240506
10402,3,1,90,20250112
3748,3,1,78,20241107
8297,5,1,100,20250114
12086,1,1,100,20250207
3268,4,1,79,20240508
6672,6,1,63,20240705
2117,4,1,82,20241001
653,1,1,95,20241210
8950,4,1,100,20240406
11062,1,1,78,20240602
6099,1,1,74,20241025
1467,2,1,100,20240509
1603,4,1,100,20240411
1406,5,1,59,20241229
9472,6,1,60,20240918
9893,6,1,100,20241107
3899,4,1,91,20240825
889,4,1,100,20241025
1486,1,1,68,20250304
11969,6,1,66,20240328
6842,1,1,100,20240430
5739,2,1,100,20240929
2887,4,1,66,20240503
3416,2,1,44,20241129
9256,2,1,88,20240528
7306,1,1,100,20241124
7400,3,1,84,20240531
8428,4,1,99,20250125
8118,2,1,42,20240704
6020,4,1,98,20240904
5842,4,1,100,20240413
3697,3,1,81,20241004
1134,2,1,99,20241130
3868,1,1,60,20240622
7683,1,1,77,20241104
10962,3,1,92,20240402
9069,5,1,47,20241211
4810,2,1,61,20240720
1508,5,1,76,20240312
11191,3,1,42,20241118
3638,5,1,64,20241221
3062,3,1,67,20240413
11946,6,1,91,20241123
10917,4,1,100,20250120
6997,1,1,81,20240523
4005,4,1,55,20250129
7334,5,1,44,20240420
8598,4,1,56,20240824
10346,5,1,91,20240709
1277,1,1,68,20240625
11830,5,1,42,20241008
5259,2,1,69,20240825
11796,3,1,78,20240328
5751,2,1,100,20240720
6575,6,1,91,20240722
10342,2,1,100,20240503
1902,4,1,85,20240601
7141,2,1,93,20240928
1235,5,1,62,20240330
11008,4,1,100,20240619
9733,3,1,49,20250228
7743,5,1,84,20240904
5738,2,1,73,20241130
5241,3,1,83,20240625
5709,2,1,51,20241013
9357,6,1,60,20240928
4141,5,1,53,20240719
3066,1,1,62,20240919
9781,2,1,84,20250228
10105,4,1,62,20240602
58,6,1,82,20250220
9309,4,1,62,20241203
2526,6,1,64,20241027
5952,3,1,91,20240422
3056,4,1,78,20250305
1536,3,1,100,20240429
8979,1,1,52,20240913
482,6,1,100,20241218
5955,6,1,66,20240829
11145,1,1,51,20240914
12020,5,1,100,20240709
5691,4,1,48,20240529
6621,6,1,100,20241009
9662,4,1,55,20240807
1173,5,1,100,20241211
8524,1,1,51,20240707
3522,3,1,57,20240312
775,5,1,40,20240319
3200,2,1,66,20240827
9203,6,1,100,20240906
6389,5,1,79,20241223
2211,5,1,76,20240524
9404,4,1,100,20250123
7005,3,1,100,20240722
6965,2,1,96,20250125
5999,1,1,91,20240329
4321,3,1,50,20241217
4599,6,1,82,20240920
8394,5,1,58,20240420
10826,1,1,79,20241123
8477,3,1,71,20240403
482,2,1,80,20240706
11415,4,1,52,20240409
8488,2,1,77,20240724
9117,4,1,100,20241124
3675,4,1,63,20250219
1806,3,1,61,20240719
8810,6,1,58,20240410
8379,1,1,49,20240607
6183,4,1,48,20241101
1154,4,1,68,20240405
11933,3,1,49,20240909
10263,5,1,45,20240404
5674,2,1,77,20241019
3701,2,1,92,20240331
9771,6,1,100,20241020
9668,3,1,65,20241017
7259,6,1,60,20240731
7667,3,1,82,20240715
2355,4,1,97,20240418
7227,4,1,41,20241210
1114,4,1,100,20240918
8373,4,1,51,20240610
5999,1,1,65,20240604
3779,2,1,75,20250223
6156,4,1,68,20250226
655,3,1,100,20240416
7963,5,1,48,20241020
6964,3,1,50,20240808
10205,2,1,60,20250208
1113,3,1,90,20250307
8113,3,1,49,20240909
1672,1,1,42,20250219
11603,6,1,92,20240802
5022,6,1,68,20241005
6293,3,1,57,20240421
9598,2,1,89,20241205
12132,3,1,90,20240623
